task_id,arrival_time_min,cpu_demand_pct,duration_min,latency_sla_min,node_id,queue_wait_min,start_time_min,end_time_min,completion_latency_min,migrated,sla_breached
22,36.54349887164302,22.871413240571822,8.475855111231862,7.1172194853266095,7,0.0,36.54349887164302,45.019353982874875,8.475855111231859,False,False
23,37.367292978347415,28.88085668931135,16.56644187728783,3.8557300125239564,11,0.0,37.367292978347415,53.933734855635244,16.56644187728783,False,False
24,38.877363505835675,34.37673901121839,12.56005104995906,6.035187735835765,9,0.0,38.877363505835675,51.43741455579473,12.560051049959057,False,False
25,43.02503097508583,8.568599322206339,27.67175541361748,3.250730940376322,0,0.0,43.02503097508583,70.69678638870332,27.671755413617483,False,False
26,44.79836421813356,18.488980652680418,26.989655311245137,6.247330332460073,2,0.0,44.79836421813356,71.78801952937869,26.98965531124513,False,False
27,50.0448119124741,18.089499790827894,23.689468676182436,1.2438684519594096,1,0.0,50.0448119124741,73.73428058865653,23.68946867618243,False,False
28,52.565247994418584,23.04675357368047,15.613378117423714,2.82129258740094,3,0.0,52.565247994418584,68.1786261118423,15.613378117423721,False,False
29,53.19474540842167,11.368314165222289,27.046321936125867,5.524035342599914,4,0.0,53.19474540842167,80.24106734454753,27.046321936125864,False,False
30,53.89585476345136,15.721088705061625,9.41460096500423,5.2733954713925195,5,0.0,53.89585476345136,63.310455728455594,9.414600965004233,False,False
31,57.1450512703228,33.365596730657195,12.989572559418427,7.46730280381801,7,0.0,57.1450512703228,70.13462382974123,12.989572559418427,False,False
32,57.21677271136434,6.156259979703071,21.051726558757814,4.9386760968235315,8,0.0,57.21677271136434,78.26849927012216,21.05172655875782,False,False
33,57.545039917806804,28.59949137480798,11.260049868890952,7.151345338477777,9,0.0,57.545039917806804,68.80508978669775,11.260049868890945,False,False
34,59.19894703623921,20.61372331301683,14.98292001108203,5.830887387049218,6,0.0,59.19894703623921,74.18186704732125,14.982920011082037,False,False
35,62.09423677619659,9.725700239524384,7.7629542043642115,7.830152170727624,10,0.0,62.09423677619659,69.8571909805608,7.762954204364213,False,False
36,62.413873207107805,9.608054976132756,3.7731974036716265,2.365869687646355,11,0.0,62.413873207107805,66.18707061077943,3.773197403671624,False,False
37,64.49226824151097,34.441613037590045,15.132142212354822,7.277287601134889,8,0.0,64.49226824151097,79.62441045386579,15.132142212354822,False,False
